zip,type,decommissioned,primary_city,state,county,timezone,country,latitude,longitude,irs_estimated_population
33434,STANDARD,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.38,-80.17,17250
33435,STANDARD,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.53,-80.06,31970
33436,STANDARD,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.52,-80.11,38130
33437,STANDARD,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.51,-80.15,32450
33438,STANDARD,0,Canal Point,FL,Palm Beach County,America/New_York,US,26.93,-80.59,830
33439,STANDARD,1,Canal Point,FL,Palm Beach County,America/New_York,US,26.84,-80.61,0
33440,STANDARD,0,Clewiston,FL,Hendry County,America/New_York,US,26.75,-80.93,16880
33441,STANDARD,0,Deerfield Beach,FL,Broward County,America/New_York,US,26.31,-80.1,22790
33442,STANDARD,0,Deerfield Beach,FL,Broward County,America/New_York,US,26.31,-80.12,23180
33443,PO BOX,0,Deerfield Beach,FL,Broward County,America/New_York,US,26.31,-80.12,702
33444,STANDARD,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.45,-80.08,19940
33445,STANDARD,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.46,-80.11,27210
33446,STANDARD,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.45,-80.19,24080
33447,STANDARD,1,Delray Beach,FL,Palm Beach County,America/New_York,US,26.46,-80.07,34
33448,PO BOX,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.45,-80.08,163
33449,STANDARD,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.58,-80.22,9390
33454,PO BOX,0,Greenacres,FL,Palm Beach County,America/New_York,US,26.61,-80.05,773
33455,STANDARD,0,Hobe Sound,FL,Martin County,America/New_York,US,27.07,-80.13,17320
33458,STANDARD,0,Jupiter,FL,Palm Beach County,America/New_York,US,26.92,-80.1,49560
33459,PO BOX,0,Lake Harbor,FL,Palm Beach County,America/New_York,US,26.7,-80.83,181
33460,STANDARD,0,Lake Worth Beach,FL,Palm Beach County,America/New_York,US,26.61,-80.05,28420
33461,STANDARD,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.62,-80.09,37620
33462,STANDARD,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.58,-80.07,28830
33463,STANDARD,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.59,-80.13,58570
33464,UNIQUE,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.61,-80.05,0
33465,PO BOX,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.61,-80.05,327
33466,PO BOX,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.61,-80.05,912
33467,STANDARD,0,Lake Worth,FL,Palm Beach County,America/New_York,US,26.6,-80.18,49860
33468,PO BOX,0,Jupiter,FL,Palm Beach County,America/New_York,US,26.92,-80.1,1511
33469,STANDARD,0,Jupiter,FL,Palm Beach County,America/New_York,US,26.99,-80.11,13690
33470,STANDARD,0,Loxahatchee,FL,Palm Beach County,America/New_York,US,26.73,-80.32,27610
33471,STANDARD,0,Moore Haven,FL,Glades County,America/New_York,US,26.83,-81.09,3750
33472,STANDARD,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.53,-80.19,16790
33473,STANDARD,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.49,-80.19,10180
33474,PO BOX,0,Boynton Beach,FL,Palm Beach County,America/New_York,US,26.52,-80.08,447
33475,PO BOX,0,Hobe Sound,FL,Martin County,America/New_York,US,27.07,-80.13,1385
33476,STANDARD,0,Pahokee,FL,Palm Beach County,America/New_York,US,26.81,-80.66,5500
33477,STANDARD,0,Jupiter,FL,Palm Beach County,America/New_York,US,26.92,-80.08,10500
33478,STANDARD,0,Jupiter,FL,Palm Beach County,America/New_York,US,26.94,-80.25,13870
33480,STANDARD,0,Palm Beach,FL,Palm Beach County,America/New_York,US,26.69,-80.03,8000
33481,PO BOX,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.37,-80.1,586
33482,PO BOX,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.45,-80.08,980
33483,STANDARD,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.46,-80.06,11030
33484,STANDARD,0,Delray Beach,FL,Palm Beach County,America/New_York,US,26.45,-80.13,19520
33486,STANDARD,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.35,-80.11,20270
33487,STANDARD,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.41,-80.09,17310
33488,PO BOX,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.37,-80.1,231
33493,STANDARD,0,South Bay,FL,Palm Beach County,America/New_York,US,26.66,-80.71,2730
33496,STANDARD,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.41,-80.16,20670
33497,PO BOX,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.37,-80.1,233
33498,STANDARD,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.39,-80.22,14190
33499,UNIQUE,0,Boca Raton,FL,Palm Beach County,America/New_York,US,26.37,-80.1,0
33503,PO BOX,0,Balm,FL,Hillsborough County,America/New_York,US,27.76,-82.28,782
33508,PO BOX,0,Brandon,FL,Hillsborough County,America/New_York,US,27.94,-82.29,322
33509,PO BOX,0,Brandon,FL,Hillsborough County,America/New_York,US,27.92,-82.29,2058
33510,STANDARD,0,Brandon,FL,Hillsborough County,America/New_York,US,27.96,-82.3,26270
33511,STANDARD,0,Brandon,FL,Hillsborough County,America/New_York,US,27.92,-82.29,48990
33513,STANDARD,0,Bushnell,FL,Sumter County,America/New_York,US,28.66,-82.11,9440
33514,STANDARD,0,Center Hill,FL,Sumter County,America/New_York,US,28.64,-81.99,1690
33521,PO BOX,0,Coleman,FL,Sumter County,America/New_York,US,28.8,-82.06,915
33523,STANDARD,0,Dade City,FL,Pasco County,America/New_York,US,28.42,-82.21,14410
33524,PO BOX,0,Crystal Springs,FL,Pasco County,America/New_York,US,28.18,-82.15,658
33525,STANDARD,0,Dade City,FL,Pasco County,America/New_York,US,28.36,-82.19,15060
33526,PO BOX,0,Dade City,FL,Pasco County,America/New_York,US,28.36,-82.19,2362
33527,STANDARD,0,Dover,FL,Hillsborough County,America/New_York,US,27.99,-82.22,15370
33530,PO BOX,0,Durant,FL,Hillsborough County,America/New_York,US,27.9,-82.24,782
33534,STANDARD,0,Gibsonton,FL,Hillsborough County,America/New_York,US,27.84,-82.37,15280
33537,PO BOX,0,Lacoochee,FL,Pasco County,America/New_York,US,28.46,-82.16,1106
33538,STANDARD,0,Lake Panasoffkee,FL,Sumter County,America/New_York,US,28.79,-82.13,3710
33539,PO BOX,0,Zephyrhills,FL,Pasco County,America/New_York,US,28.23,-82.17,1853
33540,STANDARD,0,Zephyrhills,FL,Pasco County,America/New_York,US,28.26,-82.13,7220
33541,STANDARD,0,Zephyrhills,FL,Pasco County,America/New_York,US,28.24,-82.23,16280
33542,STANDARD,0,Zephyrhills,FL,Pasco County,America/New_York,US,28.23,-82.17,15590
33543,STANDARD,0,Wesley Chapel,FL,Pasco County,America/New_York,US,28.21,-82.3,31080
33544,STANDARD,0,Wesley Chapel,FL,Pasco County,America/New_York,US,28.25,-82.37,25440
33545,STANDARD,0,Wesley Chapel,FL,Pasco County,America/New_York,US,28.28,-82.29,19440
33547,STANDARD,0,Lithia,FL,Hillsborough County,America/New_York,US,27.85,-82.17,28340
33548,STANDARD,0,Lutz,FL,Hillsborough County,America/New_York,US,28.15,-82.48,7510
33549,STANDARD,0,Lutz,FL,Hillsborough County,America/New_York,US,28.13,-82.46,15530
33550,PO BOX,0,Mango,FL,Hillsborough County,America/New_York,US,27.99,-82.3,939
33556,STANDARD,0,Odessa,FL,Hillsborough County,America/New_York,US,28.13,-82.59,28000
33558,STANDARD,0,Lutz,FL,Hillsborough County,America/New_York,US,28.17,-82.51,24590
33559,STANDARD,0,Lutz,FL,Hillsborough County,America/New_York,US,28.16,-82.41,13270
33563,STANDARD,0,Plant City,FL,Hillsborough County,America/New_York,US,28.01,-82.14,24320
33564,PO BOX,0,Plant City,FL,Hillsborough County,America/New_York,US,28,-82.12,1238
33565,STANDARD,0,Plant City,FL,Hillsborough County,America/New_York,US,28.09,-82.15,18700
33566,STANDARD,0,Plant City,FL,Hillsborough County,America/New_York,US,27.98,-82.1,20370
33567,STANDARD,0,Plant City,FL,Hillsborough County,America/New_York,US,27.92,-82.12,9950
33568,PO BOX,0,Riverview,FL,Hillsborough County,America/New_York,US,27.84,-82.31,2360
33569,STANDARD,0,Riverview,FL,Hillsborough County,America/New_York,US,27.83,-82.29,25320
33570,STANDARD,0,Ruskin,FL,Hillsborough County,America/New_York,US,27.71,-82.42,26690
33571,PO BOX,0,Sun City Center,FL,Hillsborough County,America/New_York,US,27.72,-82.35,590
33572,STANDARD,0,Apollo Beach,FL,Hillsborough County,America/New_York,US,27.78,-82.39,20750
33573,STANDARD,0,Sun City Center,FL,Hillsborough County,America/New_York,US,27.72,-82.35,24390
33574,PO BOX,0,Saint Leo,FL,Pasco County,America/New_York,US,28.33,-82.25,209
33575,PO BOX,0,Ruskin,FL,Hillsborough County,America/New_York,US,27.72,-82.43,1778
33576,STANDARD,0,San Antonio,FL,Pasco County,America/New_York,US,28.33,-82.27,4750
33578,STANDARD,0,Riverview,FL,Hillsborough County,America/New_York,US,27.88,-82.33,48940
33579,STANDARD,0,Riverview,FL,Hillsborough County,America/New_York,US,27.79,-82.29,38060
33583,PO BOX,0,Seffner,FL,Hillsborough County,America/New_York,US,27.99,-82.27,1340
33584,STANDARD,0,Seffner,FL,Hillsborough County,America/New_York,US,27.99,-82.27,24090
33585,STANDARD,0,Sumterville,FL,Sumter County,America/New_York,US,28.73,-82.09,1010
33586,PO BOX,0,Sun City,FL,Hillsborough County,America/New_York,US,27.68,-82.47,537
33587,PO BOX,0,Sydney,FL,Hillsborough County,America/New_York,US,27.9,-82.24,1398
33592,STANDARD,0,Thonotosassa,FL,Hillsborough County,America/New_York,US,28.07,-82.3,9360
33593,PO BOX,0,Trilby,FL,Pasco County,America/New_York,US,28.44,-82.2,673
33594,STANDARD,0,Valrico,FL,Hillsborough County,America/New_York,US,27.94,-82.25,31270
33595,PO BOX,0,Valrico,FL,Hillsborough County,America/New_York,US,27.94,-82.25,1238
33596,STANDARD,0,Valrico,FL,Hillsborough County,America/New_York,US,27.88,-82.24,28200
33597,STANDARD,0,Webster,FL,Sumter County,America/New_York,US,28.61,-82.05,6400
33598,STANDARD,0,Wimauma,FL,Hillsborough County,America/New_York,US,27.71,-82.3,22090
33601,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,806
33602,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.46,14280
33603,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.99,-82.46,16310
33604,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.02,-82.46,31450
33605,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.43,14200
33606,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,14440
33607,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.96,-82.49,20240
33608,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,501
33609,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.94,-82.52,15480
33610,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28,-82.38,37500
33611,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.89,-82.51,27110
33612,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.05,-82.45,36800
33613,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.08,-82.45,24090
33614,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28,-82.51,42220
33615,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.01,-82.58,41580
33616,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.87,-82.54,13010
33617,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.04,-82.39,36630
33618,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.07,-82.5,23870
33619,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.94,-82.38,31980
33620,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,28.06,-82.41,450
33621,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.84,-82.49,2320
33622,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,716
33623,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,821
33624,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.08,-82.53,35720
33625,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.07,-82.56,25300
33626,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.07,-82.62,29600
33629,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,27.92,-82.51,24670
33630,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33631,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,26
33633,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33634,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.01,-82.55,19620
33635,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.03,-82.62,16340
33637,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.05,-82.36,14730
33646,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.45,204
33647,STANDARD,0,Tampa,FL,Hillsborough County,America/New_York,US,28.13,-82.35,62420
33650,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33651,UNIQUE,1,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.53,0
33655,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33660,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33661,UNIQUE,1,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33662,UNIQUE,1,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33663,UNIQUE,1,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33664,UNIQUE,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,0
33672,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,606
33673,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,621
33674,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,829
33675,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,831
33677,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,523
33679,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,661
33680,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1374
33681,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,624
33682,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1549
33684,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1364
33685,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1125
33686,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,145
33687,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1857
33688,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,1296
33689,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,312
33690,STANDARD,1,Tampa,FL,Hillsborough County,America/New_York,US,27.92,-82.49,0
33694,PO BOX,0,Tampa,FL,Hillsborough County,America/New_York,US,27.95,-82.48,587
33701,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.77,-82.63,13810
33702,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.85,-82.63,25920
33703,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.82,-82.62,20810
33704,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.8,-82.63,14410
33705,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,22410
33706,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.74,-82.75,12700
33707,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.76,-82.73,19190
33708,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.82,-82.8,13310
33709,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.82,-82.73,21000
33710,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.79,-82.73,28630
33711,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.74,-82.69,15390
33712,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.73,-82.67,21660
33713,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.79,-82.68,25950
33714,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.82,-82.68,14900
33715,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.66,-82.72,6900
33716,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.88,-82.65,13480
33729,UNIQUE,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,0
33730,STANDARD,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,0
33731,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,821
33732,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,445
33733,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,2058
33734,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,512
33736,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,437
33737,PO BOX,1,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,47
33738,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,338
33740,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,69
33741,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,94
33742,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,666
33743,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,891
33744,PO BOX,0,Bay Pines,FL,Pinellas County,America/New_York,US,27.81,-82.77,268
33747,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,466
33755,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.98,-82.78,22430
33756,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.95,-82.79,25500
33757,PO BOX,0,Clearwater,FL,Pinellas County,America/New_York,US,27.97,-82.76,708
33758,PO BOX,0,Clearwater,FL,Pinellas County,America/New_York,US,27.97,-82.76,1243
33759,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.98,-82.7,15620
33760,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.91,-82.71,13670
33761,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,28.03,-82.72,15500
33762,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.9,-82.68,5270
33763,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,28,-82.74,15790
33764,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.93,-82.74,22250
33765,STANDARD,0,Clearwater,FL,Pinellas County,America/New_York,US,27.97,-82.76,11930
33766,PO BOX,0,Clearwater,FL,Pinellas County,America/New_York,US,27.97,-82.76,293
33767,STANDARD,0,Clearwater Beach,FL,Pinellas County,America/New_York,US,27.98,-82.82,7050
33769,UNIQUE,0,Clearwater,FL,Pinellas County,America/New_York,US,27.97,-82.76,20
33770,STANDARD,0,Largo,FL,Pinellas County,America/New_York,US,27.92,-82.8,20370
33771,STANDARD,0,Largo,FL,Pinellas County,America/New_York,US,27.9,-82.78,22580
33772,STANDARD,0,Seminole,FL,Pinellas County,America/New_York,US,27.84,-82.78,20510
33773,STANDARD,0,Largo,FL,Pinellas County,America/New_York,US,27.88,-82.76,15000
33774,STANDARD,0,Largo,FL,Pinellas County,America/New_York,US,27.88,-82.83,14970
33775,PO BOX,0,Seminole,FL,Pinellas County,America/New_York,US,27.84,-82.78,920
33776,STANDARD,0,Seminole,FL,Pinellas County,America/New_York,US,27.85,-82.83,11740
33777,STANDARD,0,Seminole,FL,Pinellas County,America/New_York,US,27.85,-82.76,15530
33778,STANDARD,0,Largo,FL,Pinellas County,America/New_York,US,27.89,-82.8,12260
33779,PO BOX,0,Largo,FL,Pinellas County,America/New_York,US,27.9,-82.78,998
33780,PO BOX,0,Pinellas Park,FL,Pinellas County,America/New_York,US,27.85,-82.7,1012
33781,STANDARD,0,Pinellas Park,FL,Pinellas County,America/New_York,US,27.84,-82.71,22600
33782,STANDARD,0,Pinellas Park,FL,Pinellas County,America/New_York,US,27.85,-82.7,17920
33784,PO BOX,0,Saint Petersburg,FL,Pinellas County,America/New_York,US,27.75,-82.64,333
33785,STANDARD,0,Indian Rocks Beach,FL,Pinellas County,America/New_York,US,27.89,-82.85,4700
33786,STANDARD,0,Belleair Beach,FL,Pinellas County,America/New_York,US,27.91,-82.84,1450
33801,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.9,25090
33802,PO BOX,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.96,2299
33803,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.01,-81.93,23300
33804,PO BOX,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.96,2348
33805,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.1,-81.91,21260
33806,PO BOX,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.96,583
33807,PO BOX,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.96,1218
33809,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.22,-81.97,25930
33810,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.13,-82.03,44940
33811,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,27.98,-82.01,21510
33812,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,27.97,-81.89,12900
33813,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,27.97,-81.94,33410
33815,STANDARD,0,Lakeland,FL,Polk County,America/New_York,US,28.04,-81.96,10940
33820,PO BOX,0,Alturas,FL,Polk County,America/New_York,US,27.79,-81.85,628
33823,STANDARD,0,Auburndale,FL,Polk County,America/New_York,US,28.07,-81.79,28410
33825,STANDARD,0,Avon Park,FL,Highlands County,America/New_York,US,27.59,-81.5,18040
33826,PO BOX,0,Avon Park,FL,Highlands County,America/New_York,US,27.59,-81.5,1706
33827,STANDARD,0,Babson Park,FL,Polk County,America/New_York,US,27.83,-81.52,2420
33830,STANDARD,0,Bartow,FL,Polk County,America/New_York,US,27.89,-81.84,24220
33831,PO BOX,0,Bartow,FL,Polk County,America/New_York,US,27.89,-81.84,1399
33834,STANDARD,0,Bowling Green,FL,Hardee County,America/New_York,US,27.63,-81.82,4480
33835,PO BOX,0,Bradley,FL,Polk County,America/New_York,US,27.79,-81.85,563
33836,PO BOX,0,Davenport,FL,Polk County,America/New_York,US,28.16,-81.6,2862
33837,STANDARD,0,Davenport,FL,Polk County,America/New_York,US,28.16,-81.6,29980
33838,STANDARD,0,Dundee,FL,Polk County,America/New_York,US,28.02,-81.62,4680
33839,STANDARD,0,Eagle Lake,FL,Polk County,America/New_York,US,27.97,-81.75,4090
33840,PO BOX,0,Eaton Park,FL,Polk County,America/New_York,US,28.2,-81.91,1636
33841,STANDARD,0,Fort Meade,FL,Polk County,America/New_York,US,27.75,-81.79,7090
33843,STANDARD,0,Frostproof,FL,Polk County,America/New_York,US,27.74,-81.53,7560
33844,STANDARD,0,Haines City,FL,Polk County,America/New_York,US,28.1,-81.62,35150
33845,PO BOX,0,Haines City,FL,Polk County,America/New_York,US,28.1,-81.62,2401
33846,PO BOX,0,Highland City,FL,Polk County,America/New_York,US,27.96,-81.87,1269
33847,PO BOX,0,Homeland,FL,Polk County,America/New_York,US,27.8,-81.82,362
33848,PO BOX,0,Intercession City,FL,Osceola County,America/New_York,US,28.26,-81.5,946
33849,STANDARD,0,Kathleen,FL,Polk County,America/New_York,US,28.23,-82.07,1300
33850,STANDARD,0,Lake Alfred,FL,Polk County,America/New_York,US,28.09,-81.72,7420
33851,PO BOX,0,Lake Hamilton,FL,Polk County,America/New_York,US,28.04,-81.62,1366
33852,STANDARD,0,Lake Placid,FL,Highlands County,America/New_York,US,27.29,-81.36,16250
33853,STANDARD,0,Lake Wales,FL,Polk County,America/New_York,US,27.9,-81.58,9890
33854,PO BOX,0,Lakeshore,FL,Polk County,America/New_York,US,27.86,-81.41,191
33855,PO BOX,0,Indian Lake Estates,FL,Polk County,America/New_York,US,27.8,-81.35,735
33856,PO BOX,0,Nalcrest,FL,Polk County,America/New_York,US,27.86,-81.43,392
33857,STANDARD,0,Lorida,FL,Highlands County,America/New_York,US,27.34,-81.19,1060
33858,PO BOX,0,Loughman,FL,Polk County,America/New_York,US,28.23,-81.57,549
33859,STANDARD,0,Lake Wales,FL,Polk County,America/New_York,US,27.87,-81.63,9140
33860,STANDARD,0,Mulberry,FL,Polk County,America/New_York,US,27.9,-81.97,21550
33862,PO BOX,0,Lake Placid,FL,Highlands County,America/New_York,US,27.29,-81.36,3000
33863,PO BOX,0,Nichols,FL,Polk County,America/New_York,US,27.79,-81.85,139
33865,STANDARD,0,Ona,FL,Hardee County,America/New_York,US,27.49,-81.92,710
33867,STANDARD,0,River Ranch,FL,Polk County,America/New_York,US,27.78,-81.2,142
33868,STANDARD,0,Polk City,FL,Polk County,America/New_York,US,28.18,-81.82,9930
33870,STANDARD,0,Sebring,FL,Highlands County,America/New_York,US,27.49,-81.45,17030
33871,PO BOX,0,Sebring,FL,Highlands County,America/New_York,US,27.49,-81.45,1206
33872,STANDARD,0,Sebring,FL,Highlands County,America/New_York,US,27.51,-81.55,10530
33873,STANDARD,0,Wauchula,FL,Hardee County,America/New_York,US,27.54,-81.8,11600
33875,STANDARD,0,Sebring,FL,Highlands County,America/New_York,US,27.41,-81.48,9020
33876,STANDARD,0,Sebring,FL,Highlands County,America/New_York,US,27.42,-81.34,3850
33877,PO BOX,0,Waverly,FL,Polk County,America/New_York,US,27.99,-81.61,807
33880,STANDARD,0,Winter Haven,FL,Polk County,America/New_York,US,27.98,-81.78,34750
33881,STANDARD,0,Winter Haven,FL,Polk County,America/New_York,US,28.04,-81.72,30970
33882,PO BOX,0,Winter Haven,FL,Polk County,America/New_York,US,28.04,-81.72,946
33883,PO BOX,0,Winter Haven,FL,Polk County,America/New_York,US,28.04,-81.72,1133
33884,STANDARD,0,Winter Haven,FL,Polk County,America/New_York,US,27.98,-81.67,29650
33885,PO BOX,0,Winter Haven,FL,Polk County,America/New_York,US,28.04,-81.72,871
